"seqnames","gene_id","gene_name","Operon","start","end","width","strand","Type","logFC","padj","fc_lt_2","fitness_defect","essential_status","essential_status_2","Function","GOs","KEGG_Pathway","COG_category"
"chromosome","PPGIJJGB_01722","aroH",945,1835713,1836774,1062,"-","CDS",0.255875117305125,6.63249248535629e-05,FALSE,FALSE,"nonessential","nonessential","[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  ","GO:0003674,GO:0003824,GO:0003849,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046417,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024","E"
"chromosome","PPGIJJGB_01723","dgkA",946,1836931,1837311,381,"+","CDS",0.15538476369043,0.070793789726821,FALSE,FALSE,"nonessential","nonessential","[M] Diacylglycerol kinase    ","GO:0000166,GO:0003674,GO:0003824,GO:0004143,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006654,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019637,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044464,GO:0045017,GO:0046473,GO:0046474,GO:0046486,GO:0050896,GO:0071704,GO:0071944,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576","ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231","M"
"chromosome","PPGIJJGB_01724","serA",947,1837519,1838751,1233,"-","CDS",0.169952029635094,0.431666062864048,FALSE,FALSE,"nonessential","nonessential","[HE] Phosphoglycerate dehydrogenase and related dehydrogenases ","GO:0000166,GO:0003674,GO:0003824,GO:0004617,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008219,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009274,GO:0009276,GO:0009987,GO:0012501,GO:0016020,GO:0016021,GO:0016053,GO:0016491,GO:0016597,GO:0016614,GO:0016616,GO:0019752,GO:0030312,GO:0030313,GO:0031224,GO:0031406,GO:0031975,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0046394,GO:0047545,GO:0047964,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0070905,GO:0071704,GO:0071944,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","EH"
"chromosome","PPGIJJGB_01725","rpiA",948,1838990,1839643,654,"-","CDS",-2.03712342526863,1.21285652990433e-12,TRUE,TRUE,"essential","essential","[G] Ribose 5-phosphate isomerase   ","GO:0003674,GO:0003824,GO:0004751,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0030246,GO:0034641,GO:0042802,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564","ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230","G"
"chromosome","PPGIJJGB_01726","ygfA",949,1839829,1840428,600,"-","CDS",0.152142326769872,0.400249822933104,FALSE,FALSE,"nonessential","nonessential","[H] 5-formyltetrahydrofolate cyclo-ligase    ","GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017076,GO:0018130,GO:0019438,GO:0019752,GO:0022611,GO:0030272,GO:0030554,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0035999,GO:0036094,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576","ko00670,ko01100,map00670,map01100","H"
"chromosome","PPGIJJGB_01727","metT",950,1840557,1841891,1335,"-","CDS",-0.108759346603241,0.339014054533349,FALSE,FALSE,"nonessential","nonessential","[C] Na+/H+ antiporter    ",NA,NA,"C"
"chromosome","PPGIJJGB_01728",NA,951,1842330,1843310,981,"-","CDS",0.236078263592431,0.309572228085338,FALSE,FALSE,"nonessential","nonessential","[R] Predicted hydrolases or acyltransferases (alpha/beta hydrolase",NA,NA,"I"
"chromosome","PPGIJJGB_01729","dapB",952,1843448,1844386,939,"+","CDS",0.244537096740069,0.0264901039484484,FALSE,FALSE,"nonessential","nonessential","[E] Dihydrodipicolinate reductase    ","GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230","E"
"chromosome","PPGIJJGB_01730","carA",953,1845074,1846210,1137,"+","CDS",0.284857109296705,0.0440569738795038,FALSE,FALSE,"nonessential","nonessential","[EF] Carbamoylphosphate synthase small subunit  ","GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006520,GO:0006525,GO:0006526,GO:0006541,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0040007,GO:0042455,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046394,GO:0046483,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657,GO:1901659,GO:1902494","ko00240,ko00250,ko01100,map00240,map00250,map01100","F"
"chromosome","PPGIJJGB_01731","carB",953,1846227,1849463,3237,"+","CDS",0.129897692675387,0.342380600232661,FALSE,FALSE,"nonessential","nonessential","[EF] Carbamoylphosphate synthase large subunit (split gene","GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006520,GO:0006525,GO:0006526,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016053,GO:0016597,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046394,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071941,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657,GO:1901659,GO:1902494","ko00240,ko00250,ko01100,map00240,map00250,map01100","F"
"chromosome","PPGIJJGB_01732","leuA",954,1849945,1851603,1659,"+","CDS",0.068273861083491,0.482957086415916,FALSE,FALSE,"nonessential","nonessential","[E] Isopropylmalate/homocitrate/citramalate synthases    ","GO:0003674,GO:0003824,GO:0003852,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046912,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230","E"
"chromosome","PPGIJJGB_01733",NA,955,1851652,1852278,627,"-","CDS",0.0221962895054364,0.878368176806154,FALSE,FALSE,"nonessential","nonessential","[K] Transcriptional regulator    ",NA,"ko01501,map01501","K"
"chromosome","PPGIJJGB_01734","rmrA",956,1852386,1853414,1029,"+","CDS",-2.08544251435025,6.73699998781601e-55,TRUE,TRUE,"essential","essential","[V] Multidrug resistance efflux pump  ",NA,NA,"V"
"chromosome","PPGIJJGB_01735","emrB",956,1853417,1854931,1515,"+","CDS",-0.343231806605821,0.0115868308952537,FALSE,FALSE,"nonessential","nonessential","[R] Putative ammonia monooxygenase   ",NA,NA,"EGP"
"chromosome","PPGIJJGB_01736","yaiW",957,1855016,1856173,1158,"+","CDS",-1.67134075971483,0.00289061522872896,FALSE,FALSE,"nonessential","nonessential",NA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009279,GO:0010033,GO:0010243,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031240,GO:0031975,GO:0042221,GO:0044424,GO:0044425,GO:0044444,GO:0044462,GO:0044464,GO:0050896,GO:0071944,GO:0098552,GO:1901652,GO:1901698,GO:1901700",NA,"S"
"chromosome","PPGIJJGB_01737",NA,958,1856227,1857045,819,"-","CDS",0.169832431950641,0.109153872928775,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"E"
"chromosome","PPGIJJGB_01738",NA,958,1857063,1857653,591,"-","CDS",0.245214808205102,0.1122170334136,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01739",NA,959,1857722,1857964,243,"-","CDS",-0.322657822297302,0.553293964911914,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"I"
"chromosome","PPGIJJGB_01740",NA,960,1858280,1858651,372,"+","CDS",0.149286467562583,0.262018730033152,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01741",NA,961,1858686,1859648,963,"-","CDS",0.0983763005432165,0.365291561351654,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01742",NA,962,1859871,1861454,1584,"+","CDS",0.23430899471247,0.00646902229188791,FALSE,FALSE,"nonessential","nonessential","[T] Predicted periplasmic ligand-binding sensor domain ",NA,"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213","T"
"chromosome","PPGIJJGB_01743",NA,963,1861673,1862323,651,"+","CDS",-0.151516090975844,0.336485625345973,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized membrane-associated protein   ",NA,NA,"S"
"chromosome","PPGIJJGB_01744","speG",964,1862422,1862955,534,"+","CDS",-0.283772373661153,0.0249358132217553,FALSE,FALSE,"nonessential","nonessential","[J] Acetyltransferases, including N-acetylases of ribosomal proteins","GO:0000287,GO:0003674,GO:0003824,GO:0004145,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009056,GO:0009308,GO:0009310,GO:0009987,GO:0016043,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0022607,GO:0034641,GO:0042402,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044106,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901564,GO:1901565,GO:1901575","ko00330,ko01100,ko04216,map00330,map01100,map04216","J"
"chromosome","PPGIJJGB_01745",NA,965,1863183,1864478,1296,"+","CDS",-0.1436884545083,0.574934675867561,FALSE,FALSE,"nonessential","nonessential","[LKJ] Superfamily II DNA and RNA helicases",NA,"ko03018,map03018","L"
"chromosome","PPGIJJGB_01746","VP1217",966,1864574,1865221,648,"+","CDS",-0.261253957871606,0.000531528902641844,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"S"
"chromosome","PPGIJJGB_01747","eprA1",967,1865492,1866532,1041,"+","CDS",-0.0197563335997981,0.880387861692023,FALSE,FALSE,"nonessential","nonessential",NA,"GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016787,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0070011,GO:0071704,GO:0140096,GO:1901564",NA,"S"
"chromosome","PPGIJJGB_01748",NA,967,1866597,1867031,435,"+","CDS",-0.268804654889117,0.483227067782902,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01749",NA,968,1867061,1868053,993,"-","CDS",-0.212129009495253,0.390590432369779,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"S"
"chromosome","PPGIJJGB_01750","soxR",969,1868126,1868596,471,"+","CDS",0.490724571875782,0.0987071174266364,FALSE,FALSE,"nonessential","nonessential","[K] Predicted transcriptional regulators   ","GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0046872,GO:0048037,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051536,GO:0051537,GO:0051540,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",NA,"K"
"chromosome","PPGIJJGB_01751","mdmC",970,1868665,1869243,579,"+","CDS",0.0678061944130754,0.524212783567451,FALSE,FALSE,"nonessential","nonessential","[R] Predicted O-methyltransferase    ",NA,NA,"S"
"chromosome","PPGIJJGB_01752",NA,970,1869254,1869664,411,"+","CDS",0.182179534567957,0.0834787331285736,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"Q"
"chromosome","PPGIJJGB_01753","gltD",971,1869883,1871298,1416,"-","CDS",0.07684642996355,0.412769457897979,FALSE,FALSE,"nonessential","nonessential","[ER] NADPH-dependent glutamate synthase beta chain and","GO:0001505,GO:0003674,GO:0003824,GO:0004355,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0017144,GO:0019752,GO:0042133,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045181,GO:0046394,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097054,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230","C"
"chromosome","PPGIJJGB_01754","gltB",971,1871311,1875768,4458,"-","CDS",0.173387398199479,0.131139810642736,FALSE,FALSE,"nonessential","nonessential","[E] Glutamate synthase domain 2  ","GO:0001505,GO:0003674,GO:0003824,GO:0004355,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016041,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0016643,GO:0017144,GO:0019676,GO:0019740,GO:0019752,GO:0042133,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045181,GO:0046394,GO:0046872,GO:0048037,GO:0051536,GO:0051538,GO:0051540,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097054,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230","E"
"chromosome","PPGIJJGB_01755","yhcC",972,1876381,1877316,936,"+","CDS",-0.00067605646997346,0.994666213994459,FALSE,FALSE,"nonessential","nonessential","[R] Predicted Fe-S oxidoreductase   ","GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540",NA,"S"
"chromosome","PPGIJJGB_01756","lapB",973,1877721,1879865,2145,"+","CDS",0.0960568120106417,0.257280966384465,FALSE,FALSE,"nonessential","nonessential","[V] ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal",NA,"ko02010,ko02020,map02010,map02020","V"
"chromosome","PPGIJJGB_01757","lapC",973,1879858,1881276,1419,"+","CDS",0.219972761715029,0.19161804229286,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"M"
"chromosome","PPGIJJGB_01758","aggA",973,1881312,1882640,1329,"+","CDS",-0.0448054278565921,0.669101492677253,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"MU"
"chromosome","PPGIJJGB_01759","lapF",974,1882760,1883521,762,"+","CDS",-0.50319524545161,3.37246297940636e-07,FALSE,FALSE,"nonessential","nonessential","[S] Predicted periplasmic protein   ",NA,NA,"S"
"chromosome","PPGIJJGB_01760","lapD",974,1883525,1885450,1926,"+","CDS",0.112971020508297,0.50809029569892,FALSE,FALSE,"nonessential","nonessential","[T] Predicted signal transduction protein with a",NA,NA,"T"
"chromosome","PPGIJJGB_01761",NA,975,1885717,1896693,10977,"+","CDS",0.123744470622305,0.325536869860963,FALSE,FALSE,"nonessential","nonessential","[R] Uncharacterized protein containing a von Willebrand",NA,"ko02024,map02024","Q"
"chromosome","PPGIJJGB_01762",NA,976,1896780,1897337,558,"+","CDS",-0.640165718228495,2.51178642741959e-06,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01763","yggE",976,1897394,1898098,705,"+","CDS",0.392049403652094,5.36612693488586e-05,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized conserved protein   ","GO:0000302,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009897,GO:0009986,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0031233,GO:0033554,GO:0034599,GO:0034605,GO:0034614,GO:0042221,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051716,GO:0070887,GO:0071575,GO:0071944,GO:0098552,GO:1901700,GO:1901701",NA,"S"
"chromosome","PPGIJJGB_01764","aroP",977,1898368,1899744,1377,"-","CDS",-7.91090943490411,4.32830501388441e-32,TRUE,TRUE,"essential","essential","[E] Gamma-aminobutyrate permease and related permeases ","GO:0003333,GO:0003674,GO:0005215,GO:0005302,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008104,GO:0008150,GO:0008320,GO:0008324,GO:0008509,GO:0008514,GO:0008565,GO:0009977,GO:0015031,GO:0015075,GO:0015171,GO:0015173,GO:0015179,GO:0015192,GO:0015196,GO:0015238,GO:0015291,GO:0015318,GO:0015399,GO:0015405,GO:0015450,GO:0015711,GO:0015801,GO:0015807,GO:0015823,GO:0015827,GO:0015828,GO:0015833,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0033036,GO:0034220,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903825,GO:1904680,GO:1905039",NA,"E"
"chromosome","PPGIJJGB_01765",NA,977,1899798,1899926,129,"-","CDS",0.19436084205166,0.0444265578415217,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01766",NA,978,1900107,1900394,288,"+","CDS",0.36712455135978,0.0707507013546294,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01767","ydiA",979,1900485,1901297,813,"-","CDS",0.301179611301573,0.0182752162334929,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized protein conserved in bacteria ","GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019219,GO:0019222,GO:0019538,GO:0030234,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0065009,GO:0071704,GO:0080090,GO:0097159,GO:0097367,GO:0098772,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1903506,GO:2000112,GO:2001141",NA,"F"
